student_id,department,math_score,physics_score,chemistry_score,biology_score,programming_interest,electronics_interest,mechanical_interest,medical_interest,creativity_score,communication_score,science_avg,stem_score,bio_chem_score,tech_interest,engineering_interest,medical_affinity,math_bio_gap,tech_medical_gap,science_comm_gap,soft_skills,is_tech,is_medical,is_business,is_engineering
525,Pharmacy,67,70,93,91,3,4,2,6,5,9,84.66666666666667,68.5,92.0,3.5,3.0,49.0,-24,-2.5,75.66666666666667,7.0,0,0,0,0
526,BA English,66,52,64,73,2,3,1,5,7,7,63.0,59.0,68.5,2.5,2.0,36.75,-7,-2.5,56.0,7.0,0,0,0,0
527,Pharmacy,68,79,94,91,0,3,2,10,3,6,88.0,73.5,92.5,1.5,2.5,51.25,-23,-8.5,82.0,4.5,0,1,0,0
528,BBA,73,61,54,60,2,4,1,3,10,9,58.333333333333336,67.0,57.0,3.0,2.5,30.0,13,0.0,49.333333333333336,9.5,0,0,1,0
529,Mechanical,83,89,63,58,5,2,10,2,6,5,70.0,86.0,60.5,3.5,6.0,31.25,25,1.5,65.0,5.5,0,0,0,1
530,ECE,82,92,59,53,7,10,3,0,8,5,68.0,87.0,56.0,8.5,6.5,28.0,29,8.5,63.0,6.5,0,0,0,0
531,MBBS,71,80,93,100,1,0,0,10,6,5,91.0,75.5,96.5,0.5,0.0,53.25,-29,-9.5,86.0,5.5,0,1,0,0
532,Mechanical,86,92,73,61,6,2,10,3,5,2,75.33333333333333,89.0,67.0,4.0,6.0,35.0,25,1.0,73.33333333333333,3.5,0,0,0,1
533,Civil,84,79,63,48,1,0,6,1,5,9,63.333333333333336,81.5,55.5,0.5,3.0,28.25,36,-0.5,54.333333333333336,7.0,0,0,0,0
534,Mechanical,82,92,74,63,7,6,10,3,6,7,76.33333333333333,87.0,68.5,6.5,8.0,35.75,19,3.5,69.33333333333333,6.5,0,0,0,1
535,EEE,95,100,63,56,5,8,4,1,5,5,73.0,97.5,59.5,6.5,6.0,30.25,39,5.5,68.0,5.0,0,0,0,0
536,BBA,67,57,65,60,6,1,5,4,4,10,60.666666666666664,62.0,62.5,3.5,3.0,33.25,7,-0.5,50.666666666666664,7.0,0,0,0,0
537,BA English,61,49,55,55,1,2,0,3,9,9,53.0,55.0,55.0,1.5,1.0,29.0,6,-1.5,44.0,9.0,0,0,1,0
538,Nursing,63,69,70,88,1,1,2,9,2,10,75.66666666666667,66.0,79.0,1.0,1.5,44.0,-25,-8.0,65.66666666666667,6.0,0,1,0,0
539,Nursing,65,60,70,85,0,2,1,10,8,6,71.66666666666667,62.5,77.5,1.0,1.5,43.75,-20,-9.0,65.66666666666667,7.0,0,1,0,0
540,BBA,71,49,55,61,4,4,4,3,8,8,55.0,60.0,58.0,4.0,4.0,30.5,10,1.0,47.0,8.0,0,0,1,0
541,Nursing,67,63,68,93,2,3,0,10,9,9,74.66666666666667,65.0,80.5,2.5,1.5,45.25,-26,-7.5,65.66666666666667,9.0,0,1,1,0
542,ECE,90,89,60,49,7,10,4,2,5,2,66.0,89.5,54.5,8.5,7.0,28.25,41,6.5,64.0,3.5,0,0,0,0
543,BBA,72,64,58,63,3,5,3,4,6,8,61.666666666666664,68.0,60.5,4.0,4.0,32.25,9,0.0,53.666666666666664,7.0,0,0,0,0
544,EEE,89,93,64,51,5,10,1,2,6,4,69.33333333333333,91.0,57.5,7.5,5.5,29.75,38,5.5,65.33333333333333,5.0,0,0,0,0
545,EEE,84,95,61,45,6,10,5,1,7,6,67.0,89.5,53.0,8.0,7.5,27.0,39,7.0,61.0,6.5,0,0,0,0
546,BA English,61,51,71,72,2,2,1,5,9,8,64.66666666666667,56.0,71.5,2.0,1.5,38.25,-11,-3.0,56.66666666666667,8.5,0,0,1,0
547,Civil,81,67,56,54,3,2,3,1,7,7,59.0,74.0,55.0,2.5,2.5,28.0,27,1.5,52.0,7.0,0,0,0,0
548,EEE,94,95,54,48,5,9,5,2,2,5,65.66666666666667,94.5,51.0,7.0,7.0,26.5,46,5.0,60.66666666666667,3.5,0,0,0,0
549,EEE,89,91,58,55,2,7,4,2,6,4,68.0,90.0,56.5,4.5,5.5,29.25,34,2.5,64.0,5.0,0,0,0,0
550,EEE,93,99,58,49,5,9,4,2,7,5,68.66666666666667,96.0,53.5,7.0,6.5,27.75,44,5.0,63.66666666666667,6.0,0,0,0,0
551,BCom,76,65,58,59,5,1,3,2,8,7,60.666666666666664,70.5,58.5,3.0,2.0,30.25,17,1.0,53.666666666666664,7.5,0,0,0,0
552,ECE,87,92,66,54,6,10,0,0,6,3,70.66666666666667,89.5,60.0,8.0,5.0,30.0,33,8.0,67.66666666666667,4.5,0,0,0,0
553,Civil,82,72,66,57,6,1,3,1,3,9,65.0,77.0,61.5,3.5,2.0,31.25,25,2.5,56.0,6.0,0,0,0,0
554,Civil,86,81,64,57,2,3,6,3,8,7,67.33333333333333,83.5,60.5,2.5,4.5,31.75,29,-0.5,60.33333333333333,7.5,0,0,0,0
555,BBA,65,54,62,68,3,5,5,5,7,8,61.333333333333336,59.5,65.0,4.0,5.0,35.0,-3,-1.0,53.333333333333336,7.5,0,0,1,0
556,BA English,69,56,58,62,1,1,1,2,8,11,58.666666666666664,62.5,60.0,1.0,1.0,31.0,7,-1.0,47.666666666666664,9.5,0,0,1,0
557,ECE,86,90,58,46,9,10,5,0,2,6,64.66666666666667,88.0,52.0,9.5,7.5,26.0,40,9.5,58.66666666666667,4.0,1,0,0,0
558,BCom,74,51,59,52,2,4,2,2,8,6,54.0,62.5,55.5,3.0,3.0,28.75,22,1.0,48.0,7.0,0,0,0,0
559,Mechanical,85,84,76,57,4,4,10,0,7,5,72.33333333333333,84.5,66.5,4.0,7.0,33.25,28,4.0,67.33333333333333,6.0,0,0,0,0
560,Nursing,59,62,73,86,0,0,3,8,6,8,73.66666666666667,60.5,79.5,0.0,1.5,43.75,-27,-8.0,65.66666666666667,7.0,0,1,0,0
561,MBBS,77,80,100,97,1,5,2,10,8,8,92.33333333333333,78.5,98.5,3.0,3.5,54.25,-20,-7.0,84.33333333333333,8.0,0,1,1,0
562,EEE,93,94,59,49,1,9,1,0,2,5,67.33333333333333,93.5,54.0,5.0,5.0,27.0,44,5.0,62.33333333333333,3.5,0,0,0,0
563,MBBS,67,78,95,97,1,0,0,10,10,10,90.0,72.5,96.0,0.5,0.0,53.0,-30,-9.5,80.0,10.0,0,1,1,0
564,CSE,97,85,68,50,10,3,2,0,5,7,67.66666666666667,91.0,59.0,6.5,2.5,29.5,47,6.5,60.66666666666667,6.0,1,0,0,0
565,Pharmacy,70,70,95,94,2,3,4,5,4,10,86.33333333333333,70.0,94.5,2.5,3.5,49.75,-24,-2.5,76.33333333333333,7.0,0,0,0,0
566,BCom,71,66,50,64,3,3,2,3,10,9,60.0,68.5,57.0,3.0,2.5,30.0,7,0.0,51.0,9.5,0,0,1,0
567,EEE,88,90,63,62,1,9,6,1,6,2,71.66666666666667,89.0,62.5,5.0,7.5,31.75,26,4.0,69.66666666666667,4.0,0,0,0,0
568,BBA,62,56,57,59,4,5,3,2,4,8,57.333333333333336,59.0,58.0,4.5,4.0,30.0,3,2.5,49.333333333333336,6.0,0,0,0,0
569,ECE,89,93,62,45,9,10,5,0,3,7,66.66666666666667,91.0,53.5,9.5,7.5,26.75,44,9.5,59.66666666666667,5.0,1,0,0,0
570,CSE,92,87,71,59,10,4,1,3,5,4,72.33333333333333,89.5,65.0,7.0,2.5,34.0,33,4.0,68.33333333333333,4.5,1,0,0,0
571,BA English,57,58,64,63,3,1,3,3,8,8,61.666666666666664,57.5,63.5,2.0,2.0,33.25,-6,-1.0,53.666666666666664,8.0,0,0,1,0
572,Nursing,67,59,82,89,0,2,2,8,9,9,76.66666666666667,63.0,85.5,1.0,2.0,46.75,-22,-7.0,67.66666666666667,9.0,0,1,1,0
573,BA English,56,52,42,75,4,1,0,2,10,7,56.333333333333336,54.0,58.5,2.5,0.5,30.25,-19,0.5,49.333333333333336,8.5,0,0,0,0
574,BBA,69,57,67,48,6,3,3,2,11,8,57.333333333333336,63.0,57.5,4.5,3.0,29.75,21,2.5,49.333333333333336,9.5,0,0,1,0
575,BCom,77,59,54,51,0,6,1,2,10,6,54.666666666666664,68.0,52.5,3.0,3.5,27.25,26,1.0,48.666666666666664,8.0,0,0,0,0
576,BCom,71,58,67,65,5,6,3,3,6,5,63.333333333333336,64.5,66.0,5.5,4.5,34.5,6,2.5,58.333333333333336,5.5,0,0,0,0
577,Pharmacy,72,75,95,87,2,1,1,10,10,8,85.66666666666667,73.5,91.0,1.5,1.0,50.5,-15,-8.5,77.66666666666667,9.0,0,1,1,0
578,MBBS,70,77,97,98,3,3,1,10,7,10,90.66666666666667,73.5,97.5,3.0,2.0,53.75,-28,-7.0,80.66666666666667,8.5,0,1,1,0
579,Civil,84,82,62,58,6,7,6,0,4,5,67.33333333333333,83.0,60.0,6.5,6.5,30.0,26,6.5,62.33333333333333,4.5,0,0,0,0
580,CSE,91,83,63,51,10,7,4,1,7,5,65.66666666666667,87.0,57.0,8.5,5.5,29.0,40,7.5,60.66666666666667,6.0,1,0,0,0
581,MBBS,79,86,95,100,2,5,1,10,8,5,93.66666666666667,82.5,97.5,3.5,3.0,53.75,-21,-6.5,88.66666666666667,6.5,0,1,0,0
582,ECE,87,95,60,44,7,10,6,1,8,4,66.33333333333333,91.0,52.0,8.5,8.0,26.5,43,7.5,62.33333333333333,6.0,0,0,0,0
583,ECE,86,93,57,53,8,10,4,2,6,8,67.66666666666667,89.5,55.0,9.0,7.0,28.5,33,7.0,59.66666666666667,7.0,1,0,0,0
584,Civil,77,76,63,57,4,0,8,3,4,4,65.33333333333333,76.5,60.0,2.0,4.0,31.5,20,-1.0,61.33333333333333,4.0,0,0,0,0
585,Civil,81,80,77,54,2,3,8,0,2,5,70.33333333333333,80.5,65.5,2.5,5.5,32.75,27,2.5,65.33333333333333,3.5,0,0,0,0
586,CSE,96,95,65,59,10,6,3,1,7,6,73.0,95.5,62.0,8.0,4.5,31.5,37,7.0,67.0,6.5,1,0,0,0
587,EEE,89,89,58,60,2,9,7,0,6,7,69.0,89.0,59.0,5.5,8.0,29.5,29,5.5,62.0,6.5,0,0,0,1
588,MBBS,74,84,97,98,0,9,3,10,5,8,93.0,79.0,97.5,4.5,6.0,53.75,-24,-5.5,85.0,6.5,0,1,0,0
589,Mechanical,85,82,69,65,2,4,10,0,10,3,72.0,83.5,67.0,3.0,7.0,33.5,20,3.0,69.0,6.5,0,0,0,0
590,Pharmacy,70,79,97,90,3,4,2,8,6,8,88.66666666666667,74.5,93.5,3.5,3.0,50.75,-20,-4.5,80.66666666666667,7.0,0,1,0,0
591,Civil,81,78,69,51,0,3,7,3,3,8,66.0,79.5,60.0,1.5,5.0,31.5,30,-1.5,58.0,5.5,0,0,0,0
592,Civil,84,73,67,51,3,1,8,1,7,5,63.666666666666664,78.5,59.0,2.0,4.5,30.0,33,1.0,58.666666666666664,6.0,0,0,0,0
593,BBA,63,55,59,66,5,2,3,7,8,9,60.0,59.0,62.5,3.5,2.5,34.75,-3,-3.5,51.0,8.5,0,0,1,0
594,MBBS,72,77,93,98,2,2,1,10,10,4,89.33333333333333,74.5,95.5,2.0,1.5,52.75,-26,-8.0,85.33333333333333,7.0,0,1,0,0
595,ECE,89,95,56,50,8,10,4,1,4,5,67.0,92.0,53.0,9.0,7.0,27.0,39,8.0,62.0,4.5,1,0,0,0
596,MBBS,78,79,93,99,2,1,2,10,8,11,90.33333333333333,78.5,96.0,1.5,1.5,53.0,-21,-8.5,79.33333333333333,9.5,0,1,1,0
597,Mechanical,86,84,70,60,6,7,10,2,5,3,71.33333333333333,85.0,65.0,6.5,8.5,33.5,26,4.5,68.33333333333333,4.0,0,0,0,0
598,Nursing,61,72,79,87,0,2,1,10,5,9,79.33333333333333,66.5,83.0,1.0,1.5,46.5,-26,-9.0,70.33333333333333,7.0,0,1,0,0
599,Mechanical,89,90,73,49,5,4,10,3,7,6,70.66666666666667,89.5,61.0,4.5,7.0,32.0,40,1.5,64.66666666666667,6.5,0,0,0,1
600,ECE,83,96,56,47,6,10,0,4,8,5,66.33333333333333,89.5,51.5,8.0,5.0,27.75,36,4.0,61.33333333333333,6.5,0,0,0,0
601,BCom,74,53,58,53,3,4,4,2,3,5,54.666666666666664,63.5,55.5,3.5,4.0,28.75,21,1.5,49.666666666666664,4.0,0,0,0,0
602,Civil,78,79,59,57,1,5,10,1,7,5,65.0,78.5,58.0,3.0,7.5,29.5,21,2.0,60.0,6.0,0,0,0,0
603,EEE,85,93,67,56,5,9,4,2,6,5,72.0,89.0,61.5,7.0,6.5,31.75,29,5.0,67.0,5.5,0,0,0,0
604,CSE,97,90,66,59,10,9,1,3,6,2,71.66666666666667,93.5,62.5,9.5,5.0,32.75,38,6.5,69.66666666666667,4.0,1,0,0,0
605,Civil,81,78,69,59,2,4,6,1,9,6,68.66666666666667,79.5,64.0,3.0,5.0,32.5,22,2.0,62.66666666666667,7.5,0,0,0,0
606,Civil,76,85,61,52,1,7,7,1,8,6,66.0,80.5,56.5,4.0,7.0,28.75,24,3.0,60.0,7.0,0,0,0,1
607,ECE,88,90,50,54,8,10,4,2,3,4,64.66666666666667,89.0,52.0,9.0,7.0,27.0,34,7.0,60.66666666666667,3.5,1,0,0,0
608,EEE,91,96,67,42,0,9,7,0,0,6,68.33333333333333,93.5,54.5,4.5,8.0,27.25,49,4.5,62.33333333333333,3.0,0,0,0,1
609,MBBS,79,78,95,99,3,2,3,10,9,6,90.66666666666667,78.5,97.0,2.5,2.5,53.5,-20,-7.5,84.66666666666667,7.5,0,1,0,0
610,Mechanical,85,87,73,60,0,7,10,3,5,0,73.33333333333333,86.0,66.5,3.5,8.5,34.75,25,0.5,73.33333333333333,2.5,0,0,0,1
611,BA English,60,54,67,59,2,0,3,3,9,9,60.0,57.0,63.0,1.0,1.5,33.0,1,-2.0,51.0,9.0,0,0,1,0
612,MBBS,71,82,97,98,3,1,1,10,7,8,92.33333333333333,76.5,97.5,2.0,1.0,53.75,-27,-8.0,84.33333333333333,7.5,0,1,1,0
613,BA English,60,53,59,63,5,2,3,3,8,12,58.333333333333336,56.5,61.0,3.5,2.5,32.0,-3,0.5,46.333333333333336,10.0,0,0,1,0
614,EEE,91,99,67,54,7,10,4,2,3,7,73.33333333333333,95.0,60.5,8.5,7.0,31.25,37,6.5,66.33333333333333,5.0,0,0,0,0
615,BCom,72,49,61,50,1,5,3,1,7,6,53.333333333333336,60.5,55.5,3.0,4.0,28.25,22,2.0,47.333333333333336,6.5,0,0,0,0
616,ECE,84,92,54,53,7,10,3,0,7,8,66.33333333333333,88.0,53.5,8.5,6.5,26.75,31,8.5,58.33333333333333,7.5,0,0,1,0
617,EEE,88,95,69,48,8,9,8,0,7,4,70.66666666666667,91.5,58.5,8.5,8.5,29.25,40,8.5,66.66666666666667,5.5,1,0,0,1
618,Mechanical,80,88,72,70,4,6,10,4,4,5,76.66666666666667,84.0,71.0,5.0,8.0,37.5,10,1.0,71.66666666666667,4.5,0,0,0,1
619,BCom,64,57,63,55,7,3,2,1,8,4,58.333333333333336,60.5,59.0,5.0,2.5,30.0,9,4.0,54.333333333333336,6.0,0,0,0,0
620,MBBS,78,72,96,97,1,2,1,10,6,6,88.33333333333333,75.0,96.5,1.5,1.5,53.25,-19,-8.5,82.33333333333333,6.0,0,1,0,0
621,BCom,75,53,43,65,4,5,1,2,6,8,53.666666666666664,64.0,54.0,4.5,3.0,28.0,10,2.5,45.666666666666664,7.0,0,0,0,0
622,Pharmacy,76,81,96,90,3,0,2,10,8,8,89.0,78.5,93.0,1.5,1.0,51.5,-14,-8.5,81.0,8.0,0,1,1,0
623,Nursing,67,62,73,83,4,2,1,9,7,9,72.66666666666667,64.5,78.0,3.0,1.5,43.5,-16,-6.0,63.66666666666667,8.0,0,0,1,0
624,BCom,77,67,65,57,4,3,4,3,7,8,63.0,72.0,61.0,3.5,3.5,32.0,20,0.5,55.0,7.5,0,0,1,0
625,BA English,60,61,58,70,5,1,0,4,9,8,63.0,60.5,64.0,3.0,0.5,34.0,-10,-1.0,55.0,8.5,0,0,1,0
626,CSE,97,89,63,51,10,2,4,0,6,4,67.66666666666667,93.0,57.0,6.0,3.0,28.5,46,6.0,63.66666666666667,5.0,1,0,0,0
627,BBA,73,61,55,53,4,3,5,4,8,8,56.333333333333336,67.0,54.0,3.5,4.0,29.0,20,-0.5,48.333333333333336,8.0,0,0,1,0
628,BCom,80,62,61,61,2,8,2,2,6,6,61.333333333333336,71.0,61.0,5.0,5.0,31.5,19,3.0,55.333333333333336,6.0,0,0,0,0
629,MBBS,81,84,95,94,2,3,2,10,6,10,91.0,82.5,94.5,2.5,2.5,52.25,-13,-7.5,81.0,8.0,0,1,0,0
630,MBBS,83,81,91,97,2,1,2,10,5,9,89.66666666666667,82.0,94.0,1.5,1.5,52.0,-14,-8.5,80.66666666666667,7.0,0,1,0,0
631,Civil,88,74,61,51,4,4,6,1,6,3,62.0,81.0,56.0,4.0,5.0,28.5,37,3.0,59.0,4.5,0,0,0,0
632,ECE,91,91,63,49,8,10,4,0,6,2,67.66666666666667,91.0,56.0,9.0,7.0,28.0,42,9.0,65.66666666666667,4.0,1,0,0,0
633,Civil,85,73,67,48,5,2,9,2,4,9,62.666666666666664,79.0,57.5,3.5,5.5,29.75,37,1.5,53.666666666666664,6.5,0,0,0,0
634,BA English,66,52,47,65,3,3,3,2,8,8,54.666666666666664,59.0,56.0,3.0,3.0,29.0,1,1.0,46.666666666666664,8.0,0,0,1,0
635,CSE,100,83,63,60,10,10,3,1,7,7,68.66666666666667,91.5,61.5,10.0,6.5,31.25,40,9.0,61.66666666666667,7.0,1,0,0,0
636,CSE,97,81,57,61,10,5,4,1,8,5,66.33333333333333,89.0,59.0,7.5,4.5,30.0,36,6.5,61.33333333333333,6.5,1,0,0,0
637,BA English,60,67,64,64,1,1,1,2,11,10,65.0,63.5,64.0,1.0,1.0,33.0,-4,-1.0,55.0,10.5,0,0,1,0
638,CSE,95,88,72,58,10,3,1,1,5,5,72.66666666666667,91.5,65.0,6.5,2.0,33.0,37,5.5,67.66666666666667,5.0,1,0,0,0
639,BA English,61,57,57,69,4,2,0,2,7,9,61.0,59.0,63.0,3.0,1.0,32.5,-8,1.0,52.0,8.0,0,0,1,0
640,Civil,81,75,67,51,0,0,6,1,6,4,64.33333333333333,78.0,59.0,0.0,3.0,30.0,30,-1.0,60.33333333333333,5.0,0,0,0,0
641,Nursing,66,60,81,79,2,3,2,9,7,10,73.33333333333333,63.0,80.0,2.5,2.5,44.5,-13,-6.5,63.33333333333333,8.5,0,0,1,0
642,BA English,62,60,63,68,4,1,1,0,9,8,63.666666666666664,61.0,65.5,2.5,1.0,32.75,-6,2.5,55.666666666666664,8.5,0,0,1,0
643,MBBS,78,81,91,97,3,4,2,10,10,8,89.66666666666667,79.5,94.0,3.5,3.0,52.0,-19,-6.5,81.66666666666667,9.0,0,1,1,0
644,ECE,88,96,60,52,5,10,4,2,8,10,69.33333333333333,92.0,56.0,7.5,7.0,29.0,36,5.5,59.33333333333333,9.0,0,0,1,0
645,ECE,88,91,58,51,4,10,3,0,5,8,66.66666666666667,89.5,54.5,7.0,6.5,27.25,37,7.0,58.66666666666667,6.5,0,0,0,0
646,BA English,60,56,61,58,0,3,1,4,8,8,58.333333333333336,58.0,59.5,1.5,2.0,31.75,2,-2.5,50.333333333333336,8.0,0,0,1,0
647,Civil,67,80,65,47,4,4,7,0,9,5,64.0,73.5,56.0,4.0,5.5,28.0,20,4.0,59.0,7.0,0,0,0,0
648,EEE,89,87,61,52,3,8,8,2,4,2,66.66666666666667,88.0,56.5,5.5,8.0,29.25,37,3.5,64.66666666666667,3.0,0,0,0,1
649,Mechanical,85,87,73,62,5,4,10,2,8,1,74.0,86.0,67.5,4.5,7.0,34.75,23,2.5,73.0,4.5,0,0,0,1
650,Civil,88,85,61,58,4,2,3,2,6,5,68.0,86.5,59.5,3.0,2.5,30.75,30,1.0,63.0,5.5,0,0,0,0
651,BA English,65,63,58,58,4,4,1,4,10,9,59.666666666666664,64.0,58.0,4.0,2.5,31.0,7,0.0,50.666666666666664,9.5,0,0,1,0
652,MBBS,75,89,97,100,3,5,3,10,7,10,95.33333333333333,82.0,98.5,4.0,4.0,54.25,-25,-6.0,85.33333333333333,8.5,0,1,1,0
653,BBA,75,71,67,56,3,4,7,3,5,8,64.66666666666667,73.0,61.5,3.5,5.5,32.25,19,0.5,56.66666666666667,6.5,0,0,0,0
654,BA English,65,49,63,60,5,2,2,5,10,10,57.333333333333336,57.0,61.5,3.5,2.0,33.25,5,-1.5,47.333333333333336,10.0,0,0,1,0
655,Pharmacy,78,71,98,90,2,0,2,6,5,5,86.33333333333333,74.5,94.0,1.0,1.0,50.0,-12,-5.0,81.33333333333333,5.0,0,0,0,0
656,Mechanical,86,87,70,64,4,7,10,3,6,3,73.66666666666667,86.5,67.0,5.5,8.5,35.0,22,2.5,70.66666666666667,4.5,0,0,0,1
657,EEE,88,96,67,50,4,7,5,3,7,5,71.0,92.0,58.5,5.5,6.0,30.75,38,2.5,66.0,6.0,0,0,0,0
658,EEE,93,90,68,54,8,8,2,1,7,9,70.66666666666667,91.5,61.0,8.0,5.0,31.0,39,7.0,61.66666666666667,8.0,1,0,1,0
659,Pharmacy,73,76,98,92,2,2,2,9,9,9,88.66666666666667,74.5,95.0,2.0,2.0,52.0,-19,-7.0,79.66666666666667,9.0,0,1,1,0
660,BCom,77,57,54,61,5,0,1,4,8,9,57.333333333333336,67.0,57.5,2.5,0.5,30.75,16,-1.5,48.333333333333336,8.5,0,0,1,0
661,Nursing,66,53,71,86,0,1,1,8,8,11,70.0,59.5,78.5,0.5,1.0,43.25,-20,-7.5,59.0,9.5,0,1,1,0
662,Pharmacy,71,76,97,85,2,0,3,8,6,9,86.0,73.5,91.0,1.0,1.5,49.5,-14,-7.0,77.0,7.5,0,1,0,0
663,Civil,83,76,67,47,5,2,6,2,3,4,63.333333333333336,79.5,57.0,3.5,4.0,29.5,36,1.5,59.333333333333336,3.5,0,0,0,0
664,BA English,56,60,66,60,4,4,1,6,10,8,62.0,58.0,63.0,4.0,2.5,34.5,-4,-2.0,54.0,9.0,0,0,1,0
665,BBA,70,57,61,65,3,1,4,4,6,8,61.0,63.5,63.0,2.0,2.5,33.5,5,-2.0,53.0,7.0,0,0,0,0
666,EEE,87,95,53,56,2,10,4,1,5,4,68.0,91.0,54.5,6.0,7.0,27.75,31,5.0,64.0,4.5,0,0,0,0
667,BBA,74,60,61,58,6,3,3,5,10,8,59.666666666666664,67.0,59.5,4.5,3.0,32.25,16,-0.5,51.666666666666664,9.0,0,0,1,0
668,EEE,93,97,58,51,3,10,3,2,8,9,68.66666666666667,95.0,54.5,6.5,6.5,28.25,42,4.5,59.66666666666667,8.5,0,0,1,0
669,BBA,71,68,52,68,4,5,6,4,9,9,62.666666666666664,69.5,60.0,4.5,5.5,32.0,3,0.5,53.666666666666664,9.0,0,0,1,0
670,Nursing,60,67,70,92,2,3,0,9,4,10,76.33333333333333,63.5,81.0,2.5,1.5,45.0,-32,-6.5,66.33333333333333,7.0,0,1,0,0
671,BCom,78,55,61,60,0,4,2,2,8,10,58.666666666666664,66.5,60.5,2.0,3.0,31.25,18,0.0,48.666666666666664,9.0,0,0,1,0
672,ECE,87,91,58,46,10,10,6,3,8,4,65.0,89.0,52.0,10.0,8.0,27.5,41,7.0,61.0,6.0,1,0,0,0
673,CSE,97,81,72,48,10,10,1,0,6,4,67.0,89.0,60.0,10.0,5.5,30.0,49,10.0,63.0,5.0,1,0,0,0
674,ECE,91,92,51,53,6,10,5,1,7,4,65.33333333333333,91.5,52.0,8.0,7.5,26.5,38,7.0,61.33333333333333,5.5,0,0,0,0
675,Civil,80,74,70,58,1,4,8,3,6,5,67.33333333333333,77.0,64.0,2.5,6.0,33.5,22,-0.5,62.33333333333333,5.5,0,0,0,0
676,ECE,82,94,57,45,6,10,3,0,8,8,65.33333333333333,88.0,51.0,8.0,6.5,25.5,37,8.0,57.33333333333333,8.0,0,0,1,0
677,BBA,76,65,63,58,5,1,2,4,9,10,62.0,70.5,60.5,3.0,1.5,32.25,18,-1.0,52.0,9.5,0,0,1,0
678,Civil,82,82,67,43,2,5,4,2,4,10,64.0,82.0,55.0,3.5,4.5,28.5,39,1.5,54.0,7.0,0,0,0,0
679,ECE,89,93,60,55,9,10,1,1,4,5,69.33333333333333,91.0,57.5,9.5,5.5,29.25,34,8.5,64.33333333333333,4.5,1,0,0,0
680,Pharmacy,78,75,95,88,2,0,2,10,5,7,86.0,76.5,91.5,1.0,1.0,50.75,-10,-9.0,79.0,6.0,0,1,0,0
681,CSE,97,83,76,52,10,7,3,3,6,3,70.33333333333333,90.0,64.0,8.5,5.0,33.5,45,5.5,67.33333333333333,4.5,1,0,0,0
682,Mechanical,83,93,68,70,5,2,10,1,3,8,77.0,88.0,69.0,3.5,6.0,35.0,13,2.5,69.0,5.5,0,0,0,1
683,Civil,77,81,70,52,5,5,9,2,3,5,67.66666666666667,79.0,61.0,5.0,7.0,31.5,25,3.0,62.66666666666667,4.0,0,0,0,0
684,BBA,71,58,60,68,3,4,6,4,5,10,62.0,64.5,64.0,3.5,5.0,34.0,3,-0.5,52.0,7.5,0,0,0,0
685,BA English,62,57,55,65,1,3,0,2,8,8,59.0,59.5,60.0,2.0,1.5,31.0,-3,0.0,51.0,8.0,0,0,1,0
686,Pharmacy,73,73,93,89,3,7,1,7,5,10,85.0,73.0,91.0,5.0,4.0,49.0,-16,-2.0,75.0,7.5,0,0,0,0
687,Mechanical,93,93,77,62,6,4,10,0,9,8,77.33333333333333,93.0,69.5,5.0,7.0,34.75,31,5.0,69.33333333333333,8.5,0,0,1,1
688,CSE,96,82,75,56,10,6,1,0,8,4,71.0,89.0,65.5,8.0,3.5,32.75,40,8.0,67.0,6.0,1,0,0,0
689,BCom,71,56,67,57,0,4,2,0,10,7,60.0,63.5,62.0,2.0,3.0,31.0,14,2.0,53.0,8.5,0,0,0,0
690,Mechanical,84,94,67,61,3,4,10,2,7,6,74.0,89.0,64.0,3.5,7.0,33.0,23,1.5,68.0,6.5,0,0,0,1
691,ECE,88,94,68,44,10,10,2,0,6,7,68.66666666666667,91.0,56.0,10.0,6.0,28.0,44,10.0,61.66666666666667,6.5,1,0,0,0
692,Civil,84,80,70,57,3,0,5,2,10,7,69.0,82.0,63.5,1.5,2.5,32.75,27,-0.5,62.0,8.5,0,0,0,0
693,EEE,87,99,62,53,7,8,6,0,6,5,71.33333333333333,93.0,57.5,7.5,7.0,28.75,34,7.5,66.33333333333333,5.5,0,0,0,0
694,EEE,92,96,65,56,6,9,3,0,8,8,72.33333333333333,94.0,60.5,7.5,6.0,30.25,36,7.5,64.33333333333333,8.0,0,0,1,0
695,MBBS,67,75,100,100,2,6,1,10,7,8,91.66666666666667,71.0,100.0,4.0,3.5,55.0,-33,-6.0,83.66666666666667,7.5,0,1,1,0
696,ECE,93,94,60,49,5,10,5,0,7,5,67.66666666666667,93.5,54.5,7.5,7.5,27.25,44,7.5,62.66666666666667,6.0,0,0,0,0
697,Pharmacy,68,79,97,90,2,3,0,7,9,6,88.66666666666667,73.5,93.5,2.5,1.5,50.25,-22,-4.5,82.66666666666667,7.5,0,0,0,0
698,MBBS,66,79,98,97,4,4,1,10,7,7,91.33333333333333,72.5,97.5,4.0,2.5,53.75,-31,-6.0,84.33333333333333,7.0,0,1,0,0
699,MBBS,75,81,90,100,1,3,2,10,7,7,90.33333333333333,78.0,95.0,2.0,2.5,52.5,-25,-8.0,83.33333333333333,7.0,0,1,0,0
700,BA English,59,55,61,70,4,0,0,0,9,9,62.0,57.0,65.5,2.0,0.0,32.75,-11,2.0,53.0,9.0,0,0,1,0
